ID_Num,Age,Gender,Income,Education_Level,Travel_Frequency,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
9474,58,male,68235,doctorate,0,3143,suburban,57,132,fall,1,1,0
9477,21,female,111836,bachelor,6,1515,rural,116,62,winter,0,1,0
9479,29,female,29664,high school,6,3397,urban,239,208,summer,0,1,0
9480,63,male,78517,doctorate,8,628,rural,27,139,spring,1,0,0
9496,46,female,48601,bachelor,2,4014,suburban,167,261,fall,1,0,1
9506,57,non-binary,44081,doctorate,5,4439,rural,56,47,spring,1,0,0
9509,57,non-binary,61953,master,8,2726,rural,233,276,summer,0,0,0
9511,28,male,90781,doctorate,6,3848,rural,241,276,winter,0,0,1
9512,31,female,52051,bachelor,7,3219,suburban,66,38,winter,0,0,0
9513,55,non-binary,27557,high school,5,3438,urban,33,12,spring,0,0,0
9514,47,male,79785,master,5,3434,rural,37,18,winter,1,0,0
9517,19,non-binary,98577,bachelor,2,2493,suburban,60,286,spring,1,1,1
9519,51,female,87854,doctorate,0,2348,urban,299,117,spring,0,1,0
9522,35,male,115005,bachelor,9,3005,rural,260,106,winter,0,0,0
9527,59,female,100290,master,0,3580,suburban,225,159,winter,0,0,0
9529,53,non-binary,65768,doctorate,2,3497,rural,285,128,spring,0,1,0
9530,51,non-binary,27762,master,4,4021,rural,201,201,spring,1,1,0
9537,46,male,38307,bachelor,0,897,suburban,71,213,fall,0,0,0
9543,69,female,104770,high school,7,1474,suburban,56,234,fall,1,0,1
9544,38,female,35642,master,7,2152,suburban,299,119,spring,1,1,0
9547,67,female,69710,master,3,4585,suburban,277,217,summer,1,0,0
9558,57,male,73974,high school,9,2612,suburban,65,192,winter,1,1,0
9566,69,female,64235,bachelor,6,3956,suburban,282,243,fall,1,1,0
9587,51,male,51902,master,8,673,urban,294,49,winter,0,0,0
9600,21,non-binary,30758,master,4,3808,suburban,258,208,winter,1,1,0
9601,18,female,118380,doctorate,0,944,suburban,124,231,spring,0,1,0
9602,35,female,113153,high school,7,3591,rural,262,68,winter,1,0,0
9612,60,female,87776,doctorate,6,3582,rural,171,88,summer,1,1,0
9615,48,non-binary,33137,high school,9,768,suburban,211,247,fall,1,0,0
9624,19,male,76897,doctorate,0,2958,urban,92,217,spring,0,0,1
9628,50,male,113546,bachelor,1,3604,rural,213,259,summer,0,1,0
9639,38,female,109121,master,3,1964,rural,83,291,summer,0,0,1
9640,45,non-binary,116639,doctorate,9,1956,rural,76,36,fall,1,1,0
9646,45,female,41708,doctorate,6,3664,urban,159,39,winter,1,0,0
9659,29,female,47859,bachelor,6,3861,suburban,40,275,winter,0,0,0
9672,23,female,41104,bachelor,6,677,suburban,190,223,summer,0,0,1
9676,63,female,106726,high school,8,1229,urban,272,153,winter,1,1,0
9679,49,male,107271,master,6,4676,suburban,244,74,fall,0,1,0
9687,59,male,98103,doctorate,9,1537,suburban,203,266,winter,1,1,0
9694,19,non-binary,60052,bachelor,1,647,urban,145,291,winter,0,0,0
9696,39,male,54408,bachelor,1,605,urban,63,154,summer,0,1,0
9697,52,female,93001,doctorate,3,1290,urban,2,152,summer,1,0,0
9699,62,female,108858,high school,2,3277,suburban,198,164,summer,0,1,0
9705,52,non-binary,75434,high school,0,2370,suburban,252,6,spring,1,0,0
9707,69,female,114798,doctorate,7,3808,rural,219,163,winter,1,0,0
9710,53,non-binary,27589,bachelor,0,4444,rural,36,285,spring,1,1,0
9715,39,non-binary,57672,high school,5,2308,suburban,196,169,spring,0,0,0
9716,49,male,43092,bachelor,3,2345,rural,229,201,summer,0,1,0
9717,38,non-binary,67586,bachelor,2,3235,urban,175,143,winter,0,1,0
9723,31,female,25688,master,6,3268,urban,208,69,fall,1,1,0
9732,65,male,26908,bachelor,9,3488,suburban,70,251,spring,1,1,1
9733,66,non-binary,119280,high school,9,3170,rural,57,286,summer,0,1,0
9742,48,male,64773,doctorate,0,1538,rural,186,36,spring,1,0,0
9752,48,female,53621,master,8,4140,suburban,268,61,winter,0,0,0
9760,54,female,71285,high school,3,2788,urban,74,150,summer,0,0,1
9761,34,non-binary,54403,doctorate,1,3229,rural,241,25,summer,1,1,0
9762,22,non-binary,118643,high school,9,3303,urban,9,49,winter,1,1,1
9763,21,non-binary,38510,bachelor,3,3605,rural,85,17,spring,1,1,0
9766,64,male,78808,doctorate,9,2095,urban,204,240,fall,0,0,0
9770,60,non-binary,99005,master,2,962,urban,117,30,winter,1,0,0
9785,47,male,60261,high school,3,4926,rural,156,22,fall,0,1,0
9822,26,non-binary,56844,high school,0,2697,urban,34,54,summer,0,0,0
9828,60,female,47179,bachelor,1,4987,rural,179,33,fall,1,1,0
9829,23,male,109865,bachelor,1,2786,rural,46,79,fall,0,0,1
9838,20,female,81842,bachelor,4,4157,rural,53,223,fall,0,1,1
9840,22,male,44748,bachelor,3,1076,suburban,187,45,winter,1,0,0
9842,19,male,51071,doctorate,4,4294,urban,120,7,summer,0,1,0
9859,33,female,80567,master,4,4016,urban,64,165,fall,1,0,0
9863,45,male,23162,master,1,4589,urban,26,265,spring,1,0,1
9865,24,non-binary,50144,bachelor,6,3747,urban,181,280,spring,0,1,1
9866,58,female,108330,bachelor,2,2170,suburban,181,278,summer,1,1,1
9872,24,male,68748,master,1,3086,rural,181,38,winter,0,1,0
9873,40,female,116192,high school,7,3545,rural,191,101,winter,0,0,0
9876,41,male,100488,master,4,2705,rural,101,184,spring,1,0,0
9877,42,female,103680,high school,6,710,urban,164,111,spring,1,1,0
9880,66,non-binary,107707,bachelor,7,2590,rural,127,219,summer,1,1,1
9881,66,non-binary,36644,master,9,1903,urban,253,92,summer,0,1,0
9906,29,male,75265,doctorate,0,2774,urban,219,210,winter,0,1,0
9908,67,non-binary,35088,high school,4,2268,rural,56,107,fall,1,1,0
9912,39,non-binary,85744,high school,6,1258,urban,118,244,summer,1,0,0
9913,50,non-binary,46660,bachelor,5,1125,suburban,92,31,winter,1,0,0
9919,66,non-binary,98822,master,4,1529,urban,154,96,winter,1,1,0
9926,51,non-binary,43258,doctorate,0,1504,rural,250,199,spring,1,1,0
9931,32,non-binary,25482,doctorate,9,3800,rural,183,118,winter,1,0,0
9933,55,male,88014,doctorate,8,4801,rural,225,111,summer,0,0,0
9942,29,male,70485,doctorate,0,2011,urban,2,296,fall,1,1,1
9956,22,non-binary,74190,doctorate,3,4672,urban,2,58,winter,0,1,1
9959,39,female,23884,doctorate,0,4696,urban,270,201,fall,1,0,0
9966,62,male,83580,bachelor,6,4332,suburban,161,36,spring,0,1,0
9968,60,female,45406,master,4,1590,rural,44,9,winter,0,0,0
9978,31,male,20631,bachelor,7,4981,rural,218,152,winter,1,0,0
9979,29,male,60005,doctorate,4,1015,rural,164,147,winter,1,0,0
9981,65,non-binary,65008,master,6,1396,suburban,204,52,spring,0,1,0
9982,31,non-binary,81519,bachelor,6,661,urban,47,197,spring,1,1,1
9991,18,non-binary,93776,master,1,2501,urban,80,180,summer,1,0,1
9993,41,non-binary,62383,doctorate,8,2188,suburban,53,63,fall,1,1,0
10014,65,non-binary,97585,master,4,4356,urban,91,254,winter,0,0,1
10022,26,non-binary,38681,doctorate,2,942,suburban,96,183,winter,1,0,0
10025,53,female,98512,bachelor,9,3967,suburban,6,104,fall,0,1,0
10030,33,male,59095,master,9,3903,urban,24,28,fall,0,0,0
10034,55,male,113450,doctorate,7,4930,urban,191,270,summer,1,1,0
10045,52,female,98035,bachelor,2,4960,suburban,60,54,winter,1,0,0
10047,64,male,23692,master,8,1486,urban,222,144,winter,0,1,0
10055,41,non-binary,69929,high school,5,3448,rural,260,230,fall,1,0,0
10057,68,female,66198,doctorate,1,3679,rural,299,115,spring,1,0,0
10058,64,non-binary,57209,master,5,3906,rural,173,240,summer,1,1,0
10060,42,male,65529,doctorate,9,3965,rural,55,264,summer,0,0,0
10062,43,male,69972,bachelor,6,1595,rural,108,154,summer,1,0,0
10063,53,male,100325,master,0,500,rural,200,210,spring,1,0,1
10064,58,non-binary,35254,master,8,1479,urban,31,275,fall,0,1,1
10067,56,male,94472,doctorate,4,4658,urban,267,2,fall,1,0,0
10068,30,female,99443,doctorate,0,2229,urban,29,100,fall,1,0,1
10074,66,non-binary,77243,high school,5,2159,urban,161,127,fall,1,0,0
10099,42,male,64082,bachelor,2,589,suburban,60,191,winter,1,1,1
10101,35,female,104306,high school,5,4168,suburban,250,252,summer,1,1,0
10105,18,male,72977,high school,8,3911,suburban,42,193,summer,0,1,0
10109,40,female,76975,bachelor,6,3593,urban,11,180,summer,0,0,1
10112,48,male,87179,doctorate,9,2829,urban,140,224,summer,1,0,1
10114,23,female,67801,master,6,3512,rural,185,166,summer,0,1,0
10122,53,female,32811,master,9,3395,suburban,54,200,winter,1,0,1
10123,65,male,102312,doctorate,7,4413,urban,44,202,spring,0,0,1
10128,34,non-binary,119203,doctorate,2,511,urban,176,82,spring,1,0,0
10129,43,female,80425,bachelor,7,3607,urban,119,26,fall,1,0,0
10132,50,female,76277,doctorate,1,1728,suburban,110,176,winter,1,0,1
10133,33,non-binary,92665,bachelor,5,4426,urban,279,129,spring,1,0,0
10139,49,female,96763,doctorate,9,610,urban,75,281,fall,1,1,1
10142,25,male,78328,high school,9,3851,urban,264,65,spring,1,0,0
10143,25,male,109011,bachelor,2,3503,urban,278,240,spring,1,1,0
10147,41,non-binary,27055,doctorate,1,3031,rural,30,139,summer,0,0,0
10148,33,non-binary,93539,doctorate,3,3932,rural,99,226,fall,0,1,1
10149,25,non-binary,72830,master,7,2957,urban,116,92,winter,1,0,0
10150,50,male,109021,high school,3,3973,urban,86,279,summer,1,0,0
10154,50,female,62386,doctorate,6,2236,urban,216,277,summer,0,1,0
10158,27,non-binary,110238,master,3,3019,rural,58,152,summer,1,1,0
10159,52,female,31995,doctorate,9,1412,urban,187,187,summer,1,1,0
10163,43,non-binary,28035,high school,5,1925,suburban,30,143,fall,1,1,1
10164,43,female,97956,master,0,4881,urban,212,121,summer,0,0,0
10165,45,non-binary,33474,bachelor,6,4206,urban,32,249,winter,0,0,1
10166,25,male,55605,high school,0,2009,suburban,129,64,spring,1,0,0
10167,22,male,59269,master,4,1573,suburban,96,243,fall,1,1,0
10173,45,female,106396,doctorate,3,579,suburban,88,22,summer,1,0,0
10178,23,female,69521,bachelor,9,2240,suburban,6,138,summer,0,0,1
10181,34,non-binary,50590,high school,2,1946,suburban,159,5,fall,1,0,0
10184,31,male,22046,doctorate,8,4068,urban,224,216,spring,0,1,0
10186,51,male,45663,bachelor,9,2547,suburban,160,35,winter,1,0,0
10199,18,female,88521,high school,6,942,urban,269,200,spring,1,1,0
10201,59,male,73769,master,2,3783,suburban,167,166,winter,1,0,0
10206,47,non-binary,59569,master,1,1088,urban,124,240,summer,1,1,1
10209,42,male,25721,bachelor,6,734,urban,165,13,summer,0,0,0
10216,23,male,67541,doctorate,6,4854,rural,297,282,summer,0,0,0
10219,66,non-binary,103437,doctorate,2,4048,suburban,103,91,fall,1,1,0
10223,60,non-binary,75431,master,9,2631,rural,285,244,summer,1,1,0
10224,35,non-binary,20939,master,8,2026,urban,196,186,fall,1,1,0
10225,40,non-binary,41605,master,1,1098,rural,155,83,spring,0,0,0
10226,48,non-binary,65873,bachelor,2,2065,urban,122,42,winter,1,1,0
10230,57,male,70138,bachelor,5,2874,rural,48,254,fall,1,0,1
10231,24,male,44468,bachelor,3,4068,suburban,185,30,fall,0,1,0
10239,23,non-binary,94041,bachelor,2,2438,suburban,238,277,winter,0,1,1
10243,51,male,58096,high school,9,4674,urban,255,7,summer,1,1,0
10247,34,female,33512,master,9,1957,urban,110,62,summer,1,1,0
10251,65,non-binary,108097,doctorate,2,4811,suburban,256,171,winter,1,1,0
10254,66,non-binary,78770,high school,0,1490,rural,90,78,summer,0,1,0
10256,63,female,96127,bachelor,3,4172,suburban,188,41,spring,1,1,0
10268,63,female,36554,high school,4,3773,urban,25,24,fall,1,0,0
10284,34,female,51922,doctorate,8,1926,urban,83,23,winter,0,0,0
10290,59,non-binary,94998,master,3,648,suburban,23,273,winter,0,0,1
10294,45,non-binary,109595,high school,6,2060,urban,229,138,fall,0,0,0
10307,44,male,42818,master,2,3770,rural,190,266,spring,0,0,1
10315,53,female,67494,master,2,3428,urban,258,186,fall,0,1,0
10317,23,male,119740,doctorate,1,2870,suburban,105,74,summer,1,0,0
10321,53,male,95813,bachelor,4,4231,rural,231,40,fall,0,1,0
10325,28,male,61939,bachelor,2,4419,urban,260,122,summer,0,1,0
10327,54,non-binary,38285,high school,7,3612,rural,224,138,winter,0,1,0
10330,48,female,102314,doctorate,9,1893,suburban,224,202,spring,1,0,0
10334,32,non-binary,20848,bachelor,6,4804,suburban,116,57,spring,0,0,0
10335,43,male,111463,doctorate,6,3637,urban,219,101,winter,0,1,0
10338,68,female,100616,bachelor,2,4378,urban,255,81,winter,1,1,0
10343,38,male,75928,doctorate,9,1438,suburban,142,20,spring,1,0,0
10351,30,female,110385,master,0,2924,suburban,112,19,summer,0,1,0
10354,59,female,29277,bachelor,0,2965,urban,242,72,summer,0,1,0
10355,65,female,62870,high school,7,4783,suburban,165,298,fall,1,0,1
10362,48,female,47905,doctorate,8,2725,urban,218,184,summer,1,1,0
10365,26,female,39506,master,5,4750,suburban,143,144,winter,0,0,0
10372,49,female,42309,high school,2,3938,urban,277,183,spring,1,1,0
10374,65,female,77451,doctorate,8,565,suburban,26,143,summer,1,0,0
10375,24,female,64815,high school,5,2953,suburban,41,10,winter,1,1,0
10380,39,female,114439,master,4,4710,suburban,203,204,spring,1,0,0
10383,20,female,55590,high school,4,2948,rural,272,206,summer,0,1,0
10394,23,male,110152,master,9,596,urban,206,294,fall,0,1,1
10395,23,female,79118,bachelor,7,1300,urban,256,48,summer,1,0,0
10397,49,female,107976,master,4,2750,suburban,53,43,fall,1,0,0
10399,66,non-binary,78111,high school,5,1707,urban,143,27,fall,0,0,0
10407,58,female,105061,bachelor,9,3539,urban,276,30,summer,0,1,0
10411,47,male,114740,bachelor,4,2827,urban,63,230,summer,1,0,0
10413,51,female,43295,master,9,4240,urban,265,290,winter,1,0,0
10422,19,male,51778,master,3,1894,rural,164,143,spring,1,1,0
10428,42,female,100141,bachelor,0,3368,rural,232,183,fall,1,0,0
10439,43,male,85706,high school,2,669,rural,90,247,summer,0,0,1
10444,55,male,69965,master,5,860,urban,46,27,winter,0,1,0
10449,23,non-binary,80836,high school,6,1848,rural,61,131,winter,1,1,1
10458,30,non-binary,109728,master,6,4228,rural,106,147,summer,1,1,1
10483,31,non-binary,68662,doctorate,3,4879,urban,121,138,fall,0,0,1
10487,30,male,30074,master,8,3429,suburban,249,74,fall,0,1,0
10496,67,non-binary,52240,master,1,1651,suburban,216,261,winter,0,1,0
10500,23,non-binary,53090,high school,7,1963,rural,20,105,winter,0,0,1
10506,58,male,77359,bachelor,0,1457,suburban,282,96,winter,0,1,0
10515,34,non-binary,98224,bachelor,4,2778,rural,126,121,fall,1,1,0
10519,52,male,69419,doctorate,4,2923,rural,194,238,spring,0,1,1
10521,34,female,46200,doctorate,2,944,urban,163,291,fall,0,0,0
10532,65,male,97254,high school,7,2586,urban,192,194,spring,1,1,1
10548,32,male,101895,high school,3,4109,urban,215,84,summer,1,0,0
10549,48,female,74532,bachelor,6,4143,suburban,163,158,summer,1,0,0
10570,29,non-binary,94426,bachelor,8,4364,rural,33,276,summer,1,1,1
10573,61,non-binary,94167,master,1,3870,urban,285,234,spring,1,1,0
10578,40,non-binary,98179,high school,8,4897,rural,255,104,winter,1,1,0
10580,50,male,112746,high school,5,3528,urban,278,201,fall,0,0,0
10582,60,female,74533,doctorate,9,1932,suburban,73,260,spring,0,0,0
10586,61,female,59574,master,1,2611,suburban,127,299,spring,0,0,0
10589,26,male,25997,doctorate,4,4163,suburban,223,223,summer,1,1,0
10590,42,non-binary,53888,high school,1,1848,urban,249,261,summer,0,1,1
10592,58,female,29362,bachelor,3,2467,rural,23,30,spring,1,1,0
10600,25,male,60799,doctorate,2,2866,urban,130,28,summer,1,1,0
10604,58,female,50117,doctorate,8,3121,suburban,234,231,winter,0,1,0
10607,45,female,64115,bachelor,9,1064,suburban,204,260,spring,0,1,1
10611,57,non-binary,79822,master,7,4432,rural,230,156,fall,1,1,0
10619,25,non-binary,91367,high school,7,1894,rural,18,74,spring,1,1,1
10635,43,female,112391,doctorate,7,926,rural,173,147,summer,0,0,0
10638,29,female,58044,bachelor,8,2898,urban,143,269,spring,1,1,0
10641,61,non-binary,110671,master,7,2306,suburban,141,291,spring,1,1,1
10652,23,male,78508,doctorate,7,2934,suburban,44,46,summer,1,1,0
10653,47,female,21732,master,8,682,rural,255,47,spring,0,1,0
10654,36,non-binary,43746,doctorate,7,2001,rural,149,263,winter,0,1,0
10657,38,female,98365,master,1,4290,rural,17,52,spring,0,0,0
10663,49,male,89043,bachelor,4,4178,urban,4,204,summer,0,0,1
10666,56,non-binary,56722,master,3,4991,rural,259,288,winter,0,0,1
10672,31,male,93144,bachelor,9,598,suburban,238,276,spring,1,0,1
10675,64,non-binary,25031,doctorate,9,2406,suburban,272,58,summer,0,1,0
10687,30,female,88687,doctorate,8,1811,urban,256,136,summer,0,0,0
10691,61,male,89583,bachelor,7,4070,suburban,298,244,spring,1,1,0
10702,64,female,100313,high school,3,3605,rural,258,29,summer,1,0,0
10705,66,female,38803,high school,0,1056,urban,210,284,winter,1,0,1
10714,62,female,31249,high school,7,1004,rural,26,117,summer,1,0,0
10717,44,female,34878,doctorate,4,1795,rural,207,160,winter,1,1,0
10722,60,non-binary,57304,bachelor,7,4872,urban,15,6,summer,1,0,0
10733,43,male,103468,bachelor,9,3844,urban,161,259,summer,1,0,1
10737,36,non-binary,35814,master,5,3916,rural,21,226,winter,0,1,0
10739,36,female,41471,bachelor,9,2391,suburban,129,124,summer,0,1,0
10748,61,female,55884,high school,9,4244,rural,213,258,winter,1,1,1
10751,28,male,114384,high school,8,2685,urban,225,207,winter,0,0,0
10752,21,non-binary,112325,doctorate,2,4628,suburban,35,47,fall,1,0,0
10765,25,female,115028,high school,9,4061,suburban,258,290,fall,1,0,0
10768,33,non-binary,76746,bachelor,7,1819,urban,174,222,spring,1,0,1
10771,56,non-binary,23277,doctorate,8,1844,urban,169,41,summer,1,1,0
10772,25,non-binary,42743,master,8,885,urban,109,224,fall,0,1,0
10775,56,female,72622,bachelor,3,2260,urban,172,213,summer,0,0,1
10779,34,non-binary,100701,high school,0,2026,urban,284,231,summer,0,1,0
10783,31,female,50380,doctorate,6,2349,suburban,103,163,fall,1,1,1
10784,39,female,58835,bachelor,0,3237,suburban,98,115,fall,0,1,0
10787,58,male,86643,doctorate,2,4811,rural,75,190,summer,1,0,0
10788,51,non-binary,86776,master,1,1116,rural,265,48,spring,1,1,0
10792,60,female,42166,master,3,1378,urban,14,255,summer,1,0,1
10801,48,non-binary,85258,master,2,1883,urban,230,125,summer,1,1,0
10803,65,male,53068,high school,3,1905,urban,173,251,summer,0,0,0
10809,68,non-binary,73623,bachelor,0,1676,suburban,197,80,spring,1,1,0
10810,65,non-binary,63096,master,4,3473,rural,47,154,winter,1,1,1
10825,28,female,25559,doctorate,0,1961,suburban,70,126,summer,1,1,0
10826,20,female,113697,master,1,4344,suburban,130,0,summer,0,1,0
10829,51,male,96643,bachelor,3,3607,urban,12,84,fall,1,1,0
10831,40,male,89034,master,7,3043,urban,110,52,spring,0,0,0
10833,36,female,105952,bachelor,4,653,urban,49,259,winter,1,0,1
10840,20,female,38512,bachelor,9,4591,rural,225,258,summer,0,1,1
10859,59,non-binary,38954,bachelor,6,1913,rural,207,137,spring,1,0,0
10864,30,non-binary,110421,bachelor,2,3951,rural,93,15,fall,1,1,0
10865,44,female,118269,high school,3,4788,suburban,89,42,spring,1,1,0
10870,40,male,108544,master,9,953,rural,54,148,winter,1,1,0
10871,39,non-binary,74953,bachelor,0,1679,suburban,263,132,spring,1,0,0
10873,39,male,79102,doctorate,0,787,urban,134,70,winter,0,0,0
10876,62,non-binary,39730,high school,3,4048,urban,226,127,summer,0,1,0
10877,38,male,104628,high school,8,3336,suburban,211,62,summer,1,0,0
10878,27,male,94679,high school,9,3958,suburban,201,165,spring,1,1,0
10886,61,male,49530,master,3,574,suburban,297,208,spring,0,0,0
10887,28,non-binary,35348,bachelor,0,4542,rural,14,221,spring,1,0,0
10892,61,non-binary,20397,doctorate,0,2732,rural,132,171,winter,0,1,1
10893,64,male,66896,doctorate,2,3944,rural,4,95,summer,1,1,0
10894,55,female,23960,doctorate,6,3833,suburban,236,252,summer,1,0,1
10896,33,non-binary,91405,master,5,3868,urban,284,48,spring,1,1,0
10897,38,female,119576,doctorate,1,1719,rural,227,265,summer,1,0,0
10898,60,male,77119,high school,2,3590,suburban,37,247,summer,1,1,1
10900,36,female,98959,doctorate,0,3039,urban,221,101,summer,0,0,0
10904,19,non-binary,88544,master,0,1201,rural,78,17,winter,1,0,0
10905,19,male,65651,master,4,3507,suburban,38,87,spring,0,1,0
10907,46,male,62065,high school,6,3778,suburban,218,196,spring,1,0,0
10909,33,female,47030,bachelor,9,1890,suburban,118,203,fall,0,0,1
10912,40,female,24311,doctorate,0,1898,urban,1,151,fall,0,0,0
10914,19,male,113660,high school,4,2535,urban,291,85,spring,0,1,0
10918,37,non-binary,40563,master,1,1292,rural,165,89,spring,1,1,0
10922,30,non-binary,101458,master,3,687,urban,55,241,fall,1,0,1
10924,46,non-binary,71582,doctorate,0,3394,rural,188,253,fall,1,1,1
10931,27,non-binary,39033,bachelor,6,4141,urban,254,85,summer,1,1,0
10933,45,male,109653,high school,9,2665,rural,68,249,spring,1,1,1
10940,20,male,113271,bachelor,0,3365,urban,258,114,fall,0,1,0
10941,64,male,112869,bachelor,3,4148,urban,99,101,summer,1,0,1
10945,21,female,92313,high school,7,659,suburban,278,113,winter,0,0,0
10948,37,male,76134,doctorate,3,2021,suburban,242,97,spring,1,0,0
10949,18,non-binary,82102,master,1,3116,rural,67,5,fall,1,0,0
10952,37,female,119272,master,8,859,urban,272,236,summer,1,0,0
10955,65,male,76892,bachelor,1,4281,urban,258,188,winter,0,1,0
10957,52,female,102353,bachelor,6,2986,urban,105,20,fall,1,1,0
10959,36,non-binary,23955,high school,8,1328,suburban,203,182,summer,0,0,0
10965,43,male,66143,high school,7,4408,suburban,204,137,fall,0,1,0
10981,67,non-binary,79027,bachelor,1,2845,suburban,206,291,winter,0,1,1
10993,18,non-binary,106731,master,2,1272,urban,26,170,summer,1,0,1
10995,63,male,69719,high school,3,1162,rural,291,46,summer,1,1,0
10997,64,non-binary,32962,doctorate,6,4142,urban,257,25,winter,1,1,0
10999,19,female,83369,master,5,4871,suburban,163,267,summer,1,0,1
11000,60,male,75249,master,4,3233,rural,16,240,fall,0,1,1
11001,31,non-binary,32841,master,1,2125,rural,177,74,fall,0,0,0
11012,59,non-binary,68404,master,8,4442,urban,160,137,spring,0,1,0
11015,44,female,53802,master,4,927,suburban,53,86,winter,1,1,0
11017,29,male,112440,high school,4,4368,suburban,299,206,spring,1,1,0
11018,66,female,44599,master,1,2137,urban,281,1,fall,0,1,0
11022,18,non-binary,26934,high school,4,1959,rural,172,89,summer,1,1,0
11029,69,non-binary,62322,bachelor,4,2086,suburban,27,18,winter,0,0,0
11030,28,female,82528,master,5,2481,urban,246,135,summer,1,1,0
11031,50,male,118062,bachelor,2,1573,rural,14,100,winter,1,0,0
11039,28,female,107122,high school,6,3904,suburban,80,205,fall,1,1,0
11045,67,non-binary,55608,bachelor,0,759,urban,51,25,fall,1,1,0
11046,61,female,88421,doctorate,8,1493,rural,281,71,fall,1,1,0
11049,20,female,97207,bachelor,3,3969,rural,67,112,spring,0,1,0
11055,31,male,81453,bachelor,6,1664,rural,220,203,winter,0,0,0
11056,64,non-binary,34259,doctorate,7,3286,rural,53,198,summer,0,0,1
11073,62,female,29610,doctorate,4,3108,urban,121,67,summer,0,1,0
11076,61,non-binary,27213,high school,0,1181,urban,240,238,summer,0,0,0
11078,52,female,50662,bachelor,6,4018,urban,286,157,spring,1,1,0
11084,68,female,104549,bachelor,3,3239,suburban,288,5,spring,0,1,0
11089,50,male,97937,bachelor,6,2283,suburban,133,141,winter,1,0,1
11093,28,non-binary,47225,doctorate,8,4494,urban,211,166,summer,0,0,0
11094,60,female,103300,doctorate,1,3200,suburban,117,82,summer,1,0,0
11102,30,female,105712,high school,2,3737,suburban,9,153,fall,1,1,1
11106,65,non-binary,20894,high school,1,1328,urban,93,78,fall,0,0,0
11108,61,non-binary,55756,bachelor,2,3899,rural,222,262,winter,0,1,0
11112,69,non-binary,21900,bachelor,7,3042,rural,73,77,winter,0,1,1
11116,20,non-binary,64823,bachelor,4,2206,urban,87,115,summer,1,1,1
11119,66,male,76825,master,2,4394,urban,224,151,summer,1,0,0
11122,33,male,101350,doctorate,1,3812,suburban,132,110,spring,1,0,0
11125,33,male,72436,master,7,2726,suburban,7,150,fall,0,1,1
11127,44,non-binary,74016,doctorate,0,2198,urban,151,203,spring,1,0,0
11142,48,male,32673,high school,6,4536,urban,116,7,fall,0,0,0
11145,29,male,58228,bachelor,7,2092,suburban,41,293,summer,1,1,1
11147,28,non-binary,75990,doctorate,2,1637,suburban,193,231,summer,0,1,1
11150,19,female,24664,master,7,1802,suburban,0,120,spring,0,0,0
11154,68,non-binary,86900,master,5,1381,suburban,173,234,fall,1,0,1
11159,38,non-binary,76562,master,2,3646,rural,186,181,fall,1,1,0
11169,67,non-binary,61679,high school,9,3326,urban,127,58,fall,1,1,0
11175,67,male,69861,master,9,2202,urban,174,212,summer,1,1,1
11181,66,non-binary,32008,doctorate,4,3815,rural,140,220,winter,0,0,1
11182,24,female,70253,doctorate,4,4590,suburban,244,142,winter,1,1,0
11188,19,female,87835,master,1,3342,urban,225,83,spring,0,1,0
11207,18,male,30927,doctorate,4,2281,rural,77,264,summer,1,0,0
11209,38,male,21034,high school,5,3737,suburban,43,185,winter,1,0,1
11215,36,male,48448,high school,4,2914,urban,230,0,summer,1,1,0
11218,54,male,69218,high school,1,4984,suburban,202,239,summer,0,1,0
11221,32,female,70460,doctorate,5,1464,suburban,17,37,fall,0,1,1
11223,33,female,108509,high school,6,4408,rural,87,77,fall,0,0,0
11224,59,male,26699,bachelor,7,1858,rural,143,254,spring,1,0,0
11225,49,female,89466,doctorate,5,1601,urban,145,139,winter,0,0,0
11231,34,male,50484,bachelor,9,4680,rural,117,182,fall,1,0,1
11236,40,male,71527,high school,1,2563,suburban,191,8,fall,0,1,0
11242,48,male,72138,master,8,2207,rural,262,260,spring,0,0,0
11253,26,male,50299,doctorate,9,1865,urban,99,91,fall,1,0,0
11255,60,non-binary,31188,master,9,2545,urban,108,141,spring,0,0,0
11257,68,male,24180,bachelor,8,2981,rural,33,86,fall,1,1,1
11260,37,female,117915,high school,5,2036,suburban,8,121,fall,1,0,0
11264,34,non-binary,57323,high school,3,832,rural,214,52,winter,1,1,0
11267,28,male,33415,master,5,4480,urban,179,94,summer,1,0,0
11273,56,non-binary,37566,high school,9,3811,urban,178,23,fall,1,0,0
11274,61,non-binary,36318,high school,4,3302,urban,219,223,fall,1,1,0
11281,63,female,74781,doctorate,7,820,suburban,125,245,fall,1,0,0
11284,47,non-binary,81877,doctorate,1,4442,rural,298,210,spring,1,1,0
11286,55,non-binary,107841,doctorate,5,1982,suburban,125,24,winter,1,1,0
11288,50,female,95054,master,1,4494,rural,54,198,summer,1,0,1
11289,66,female,90816,high school,9,1387,rural,240,295,spring,1,0,0
11292,27,male,95495,master,9,1681,rural,42,295,winter,0,1,1
11294,44,male,76399,bachelor,8,4413,suburban,149,230,fall,0,1,0
11312,50,male,32199,master,7,539,rural,20,51,fall,1,0,0
11313,61,non-binary,56127,high school,1,2980,rural,274,224,winter,1,0,0
